review,sentiment,score,language
çok beğendim çocuğum da bayıldı,positive,0.8821394443511963,tr
"Gayet başarılı, sabah 9 gibi koyduğum kaynardan soğuk kahve akşam 6 gibi hala ılık şekilde duruyordu.",positive,0.990741491317749,tr
Bu ürün kaliteli ve çok uzun süre kullanabilirsiniz. Tavsiye ederim. Paketleme kusursuzdu,positive,0.97300523519516,tr
"Kutuda posetin icinde teslim edildi, Termos çok guzel ancak yedek kapaklar kutudan çıkmadı..",neutral,0.7338651418685913,tr
Güzel suluk. Sağlam.,neutral,0.7861482501029968,tr
"Daha önce amazondan 5 adet stanley marka matara aldım ama hiç bu kadar özensiz gelmedi. Streç filme sarılı halde geldi, orijinal kutusu bile yoktu ayrıca değiştirebilir metal kapak üzerinde duran plastik gelmedi metal kapak sürekli düşüyor",negative,0.9912029504776,tr
Çocuğum için aldım. Üzerinde ufak bir çizik vardı. İade ile uğraşacak vaktim olmadığı için kullanıyorum.,negative,0.859495997428894,tr
3 çeşit değiştirilebilir kapak var yazıyor fakat 2 adet geldi. Ürün çok güzel,neutral,0.7763044834136963,tr
En la reseña menciona que trae 3 track badges (insignias) intercambiables y solo traía una y además un poco raspada. Mencionar que no llegó en la fecha que mencionaron originalmente. En términos generales se ve bien pero da la impresión que ya había sido abierto previamente.,neutral,0.9294337630271912,es
"Es un termo de calidad que mantiene perfectamente la temperatura de líquidos fríos y calientes, con capacidad para 500 ml. Su pintura, color y acabados son muy bonitos y aguantadores. Es fácil de manejar incluso con una mano y cabe en cualquier espacio de portavasos en un coche. La tapa tiene un seguro para bloquear su apertura. Una vez abierta la tapa, por dentro hay un boton que puedes recorrer para definir la cantidad de líquidos que saldrá.",positive,0.9970518350601196,es
"Flip top, perfect size, good flow, handle and really good quality. It's a Stanley so expect the best! The size is a little skinnier than the description says, it's about 2.75"" round which is easier to hold for small hands. I cannot find a silicone boot to fit so will just be careful and try not to drop. I don't see why this is marketed to kids, it works great for an adult.",positive,0.993620216846466,en
I ordered 3 of these for my kids for school. All 3 broke within 2 months. The cap on top breaks very easily and does not stand up to use by kids. For an adult it would be fine as long as you aren't clumsy and never drop it. I did reach out to Stanley and they would not replace them.,negative,0.943483829498291,en
Nice bottle. Easy to drink from. Doesn’t leak.This is the second one I’ve gotten of this style.Neither of them had the little disk to change out the tops. I looked all through the packaging. My daughter would have had fun with that feature.,positive,0.7102938294410706,en
Kullanıslı ve sağlıklı,neutral,0.9103612303733826,tr
"Motorsiklet için aldım, boyutları mükemmel ve kurulumu çok basit. Hem ayakları hem üstünde katlanabilir alüminyum kısım çok sağlam gözüküyor.",positive,0.9945265650749208,tr
İs görür.,neutral,0.996807873249054,tr
malzeme kalitesi olarak resimdeki kadar kaliteli değil. ama pratik bi ürün. iş görür,neutral,0.93405419588089,tr
Gayet güzel yeterli 2 kişiye çok rahat yeter,positive,0.7641086578369141,tr
Önemli; Kurulum yaparken düz bir zemin üzerine üst kısmı koyarsanız (ürün videosunda olduğu gibi) çok basit bir sekilde kurulumu yapabilirsiniz. Malzeme kalitesi bu tarz ürünlerde hemen hemen aynıdır fiyat performans a göre gayet makul bir üründür. Benim için en önemli unsur doğada kullandığım için ağırlık ve taşıması bu yönden tatmin edici bir üründür.,positive,0.729154646396637,tr
İdare eder bence,neutral,0.9231861233711244,da
Ok,neutral,0.8817932605743408,af
Non regge molto il peso,neutral,0.9411469101905824,it
könnte etwas stabiler sein,neutral,0.9065240025520324,de
Muhteşem ürün,positive,0.5596207976341248,tr
"f/p ürün. top şişirmek için ideâl. bisiklet lastiği için denemedim ancak şişireceğini sanmıyorum, ürün küçük çünkü, bi karış kadar",neutral,0.9559463262557985,tr
Ürün elime sağlam ulaştı. Ürünün boyu yaklaşık bir karış. (20 cm) Ben daha büyük bekliyordum. Ancak çalışıyor ve biraz yavaş da olsa topu şişiriyor. Yanında 4 ayrı uç göndermişler. Uçların bile bir maliyeti olduğunu düşünürsek fiyat/performans ürünü. Top şişirmek için araba pompasını bağlamak zorunda kalmayacağım artık. Küçük olması bir yönden de iyi. spor çantasına atıp yanınızda gezdirebilirsiniz.,positive,0.9632715582847596,tr
Kırık geldi çöpe attım.,negative,0.9672117233276368,tr
saglam güzel,neutral,0.8460379838943481,tr
"Çocuğun bisikleti için aldım, şişirmiyor. Top için iyi.",neutral,0.8369702696800232,tr
Ev için yeterli,neutral,0.9322854280471802,tr
"Harika güzel voleybol, basketbol, futbol toplarımı bununla şişirdim",positive,0.9808201789855956,tr
Termos tek kelimeyle harika çayı aynı ısı da 12 saat tutuyor içilebilir sıcak tutuşu 24 saat soğuğu zaten 48 saat isitmiyor çok memnunum ve birde 700 ml alacagim,positive,0.9966498017311096,tr
Ürün çok iyi de amazona bayılıyorum 1 günde teslim etti trendyol halt yesin gerçekten,positive,0.9874694347381592,tr
Stanly termos hiç şaşmadım anlatılmaz yaşanır dedikleri bu olsa gerek ayrıca ürünlerin serileri ile ilgili bir problem yaşandığı durumda ürünlerini tamamıyla geri çeken bir firma güvenle satın alabilirsiniz,positive,0.981775403022766,tr
Uygun fiyata aldım orijinal ürün hızlı gönderim kaliteli ambalaj.,positive,0.8812509179115295,tr
"Bahçede, piknikte, yolculukta, plajda ihtiyacınız olan her yerde soğuk veya sıcak su ihtiyacını muhteşem karşılıyor. Net olarak söylüyorum. Belki 2 katı para veriyor olabilirsiniz ama yıllarca kullanacağınız bir ürün alıyorsunuz. Kaynamış sıcak suyu 2 gün boyumca ara sıra açıp kullanmamıza rağmen sıcak tutuyor. 2 gün sonunda cam bardak hala tutulamayacak kadar sıcak oluyor.",positive,0.9977648258209229,tr
Güzel ürün,neutral,0.8943600654602051,tr
"Merhaba 1 mart 2023 de aldığım ürün herhangi düşürme , çarpma gibi durumlar olmadığı halde bu seyehatimizde (bodrum-izmir 3,5 saatlik) çay buz gibi oldu daha önce 48 saat dayandığını biliyorum nasıl yardımcı olabilirsiniz teşekkürler",negative,0.5051688551902771,tr
Üründen çok memnunum,positive,0.7092161178588867,tr
"Po 50h 60 stopni, po 3 dobach 50. To jest termos.",neutral,0.537301242351532,cs
"i tried it on UAE weather and its perfect for it , the ice stays ice for 3 day in a hot weather on car , i surprised,, and about hot water it stay hot after put it inside it and put the flask inside the freezer for 2 days",positive,0.9874926805496216,en
Excellent je regrette pas mon achat,positive,0.9663283824920654,fr
ممتازة وحجمها مناسب جداً,positive,0.9949066042900084,ar
"Me encanta este producto por la larga duración que mantiene la temperatura de las bebidas, tanto frías como calientes!",positive,0.992444097995758,es
Vaktinden önce teslim edildi.,neutral,0.5880753993988037,tr
👍,neutral,0.6092842817306519,unknown
Kutu biraz fazla ezik geldi ama sorun yok gibi görünüyor. Ama her zaman akıntı yapmadan teslim edilecek anlamına gelmez. Önlem alınmalı,neutral,0.9129427075386048,tr
Zippo tercihimde benzini hep tercih ettiğim adres. Kaliteli ve kesinlikle ağzına kadar dolu. Başka yerlerden aldığımda yarısına kadar dolu olarak geldiği bile olmuştu. O yüzden teşekkürler. Parasının hakkını veriyor.,positive,0.9977317452430724,tr
Ürün elime geçti sorunsuz problemsiz herkese teşekkür ederim,positive,0.9006125330924988,tr
Paketlemesinin çok kötü yapılması beni şüphelendirdi ancak orjinal kutusunda geldiğini düşünüyorum. Sanırım satıcılarla amiral battı oynuyoruz :),positive,0.872205376625061,tr
Gayet temiz sorunsuz,positive,0.6131594181060791,tr
Uzun yıllardir Zippo kullanırımAma bu aldığım benzin gerçekten çok iyi çıktıDaha önce aldıklarım bunun kadar iyi değildiBelkide öncekiler orjinal degildi,positive,0.9962092638015748,tr
perfetto per zippo,positive,0.9495381116867064,it
.,neutral,0.9784818291664124,unknown
excellent clean burning and large flame from my zippo. also it's a real great BBQ starter ;),positive,0.978470742702484,en
"A part l'ouverture du flacon qui est, je trouve, pas pratique du tout, ben fait le job comme toujours.",neutral,0.945362389087677,fr
商品の質に関しては今さら特に述べることもなくいいものです。しかし特にこだわりがないようであれば百均で代替品を購入するほうが経済的でしょう。私は購入後にその存在を知ったため仕方ないですが、次からはそうします。,neutral,0.924335479736328,ja
Mangal yakmayı çok kolaylaştırıyor.,positive,0.749283492565155,tr
Tutuşturma bacası için mangal yakmayı çileden zevke dönüştüren harika doğal olduğuna inandığım ürün.,positive,0.9972646236419678,tr
Super yaniyor ve super hizli geldi.,positive,0.9498862624168396,tr
Ürün performansı iyi. Uzun zaman yanıp gerekli tutuşturmayı sağlıyor.,positive,0.626507043838501,tr
"müthiş birşey. soba, şömine, mangal, 2 saniyede yak, unut. biraz pahalı ama değiyor",positive,0.9958727955818176,tr
Ateş yakmak çok kolaylaştı çıradan daha iyi,positive,0.8897523880004883,tr
Başarılı büyük kolaylık,positive,0.8772088885307312,tr
"Mangal yakmak için yok gazete kağıdı, yok karton, yok piknik tüpü üzerinde pürmüz... neler denedik. Her denemede ortalık kül oldu, ya da hızlı yaktığımız için kömürü heder ettik. Tutuşturma bacasını dolduruyor ve altına iki üç küçük tahta parçası yanında bir tane Bonga atıyorum artık. Bunca yıl boşuna inat etmiş ve kendisine bir şans vermemişim. Neyse önümüzdeki mangallara bakacağız artık.",neutral,0.8481013774871826,tr
"Çorbadan, pilava, makarnadan, ete ,çaydan , kahveye hepsini denedim memun kaldım. Kamp malzemeleri kullanmayan kişiler için kaşık kullanımı ve direk kaptan yemek zor olabilir. Zamanla alışırsınız.",neutral,0.9489416480064392,tr
"Kullanışlı, tek çeşit yemek için ideal, salata vs için alacaksanız 1 boy büyüğünü alabilirsiniz stanley ürünlerini anlatmaya gerek yok",positive,0.9705669283866882,tr
Çok iyi,neutral,0.671784520149231,tr
Gayet sıcak tutuyor memnun kaldım rengide çok güzel,positive,0.8823450803756714,tr
Güzel ürün 5 saat işinizi görür stanley kalitesi tartışılmaz,positive,0.7350497841835022,tr
Harikaaaa,neutral,0.7060135006904602,so
"Tam bir çorbalık termos. İşini fazlasıyla yapıyor, sıcacık tutuyor. Isı kaybı minimum seviyede.",positive,0.9916244149208068,tr
güzel ürün. kızım bayıldı,positive,0.6108821630477905,tr
"These are probably the best food containers we have. They keep food warmer than others. Food is still a good temperature by the time my child eats lunch at school. It holds more than others too, but fits perfectly in a lunch bag. We love the convenience of the included spork with holder. We have been using this for months and have never had a leak, even when it is turned on its side and full of soup. We also love that it’s easy to clean in the dishwasher. Worth paying a little more for the quality!",positive,0.9958350658416748,en
"Leak proof, holds temperature well, and is a nice size for the hot part of my traveling meal.",positive,0.9596717953681946,en
"My hot lunch was just almost as hot when I ate it while on jury duty, as when I packed it 5 hours earlier!!",negative,0.7336429953575134,en
"THIS DOES NOT LEAK!!!I can’t even tell you how many little lunch box soup thermos’ I have bought because my daughter wants to have ramen at school. And they all leaked! So I finally bought the coveted Stanley brand, and in this instance at least: it’s worth the hype. No leaks AND I can put the whole thing in the dishwasher! Yesssss!!!",positive,0.8240299820899963,en
"The item states it should stay warm for 7 hours. I packed my sons lunch in it two time (following all the directions to prepare the thermos to hold the heat) and when his daycare teacher opens it 3 hours later it is not even lukewarm. So I tested it at home, and I tried it 2 hours later and it was barely even warm. I redid the process and tried it 3 hours later and as they stated it was not even remotely warm. This is unsafe because the food gets into the temperature range where bacteria can grow rapidly. My son is 13 months old (1year) and a food-born Illness could be extremely dangerous. Amazon won’t offer support with the return and Stanley makes it impossible to contact them for a return. DONT ORDER!",negative,0.9839173555374146,en
"Okul çantası olarak oğluma aldım.Cok güzel gerçekten, geniş hacimli, sırt koruma ve omuz koruma detayları çok iyi.Fiyat kalite performansı harika.",positive,0.9947168231010436,tr
Ürün kaliteli büyüklüğü spor için yeterli. Ön küçük cep ve laptop cebi çizilmeyi önlemek için özel kumaşla kaplanmış.,negative,0.9903468489646912,tr
Cok guzel bolmeleri ve alt kismi cok kaliteli.,positive,0.9627872109413148,tr
"Nice bag. Our daughter is happy with it for school, seems to be well made and hopefully durable,",positive,0.985981822013855,en
Was etwas zu klein für die Schulsachen,neutral,0.7478564381599426,de
"My son purchased this before college and it is a perfect size. Lots of great compartments for water bottle, airpods, and phone along with laptop. Underarmour is durable and stylish. He loves it!",positive,0.9969239830970764,en
Great quality,positive,0.9530319571495056,ca
I got this book bag for my 5th grader. He is very active so his book bags don’t always hold up. This backpack is great! It holds all of his things and the best part it the amazingly sturdy water bottle pockets on the sides.,positive,0.9956402778625488,en
Kalıp çok dar ama ürün güzel.,negative,0.7018873691558838,tr
Harika bir beden büyük alın,negative,0.9296984672546388,tr
Bir numara büyük alın tam denk geliyor,positive,0.9476195573806764,tr
"Ürün kaliteli ama Kalıbı çok dar. 38 numara 24 cm yazıyor ama değil,çok küçük geldi,iade maalesef.",negative,0.9402605891227722,tr
Çok hızlı bi şekilde elime ulaştı rahat ayakabı ama 1 beden büyük alın,negative,0.880170464515686,tr
Ürün kutusu sanki harabeden çıkmış gibiydi yırtık pırtık hele kutunun üstü tozdan pislikten gözükmüyor du... ALLAHDAN FARELER AYAKKABIYI YEMEMİŞ. KESİNLİKLE TAVSİYE ETMİYORUM ..,negative,0.9950619339942932,tr
Rahat bir Ayakkabı,neutral,0.8646805882453918,tr
"İlk 37 beden giydiğim 37,5 numarasını aldım dar geldi, ama ayakkabı sıfırdı yani ilk açan bendim. İade edip 38 beden sipariş ettim. Az önce teslim aldım paketi daha açarken hayal kırıklığı başladı. Ayakkabının kendi kutusu toz içindeydi. Tamam sorun değil dedim. İçini açınca ise… Ayakkabı ya mağazadan teşhir ürünü yada iade ürün. Sorun şu ki, ayakkabılar kutuya gelişi güzel konmuş, bağcıklar açıkta, içindeki dolgu kağıtlar yırtık ve uzunca bir saç teli… ilk defa yaşadığım bu sorun gerçekten hayal kırıklığı yarattı. İADE!",negative,0.9957388639450072,tr
Cumple con las expectativas.Muy cómodas.Tallan muy justo ( posible medio número más).,positive,0.9875659346580504,es
"Perfect fit, light, color matched daughter high school colors. She is picky about shoes and she loved them. Supportive for running, she is a double athlete and can use them for practice in either sport.",positive,0.9929912090301514,en
احب هذه الماركه,positive,0.9822408556938172,ar
Les baskets sont très belles malheureusement ce n'est pas ma pointure j'ai commandé 1 pointure 38 et j'ai reçu pointure 41.Je souhaite retourner l'article et recevoir une paire de baskets en 38.,neutral,0.6252254247665405,fr
No pesan nada y son muy bonitas. Quizás para personas con mucho peso no es lo ideal.,neutral,0.8800767064094543,es
Müthiş,positive,0.7942280173301697,tr
Ürün orijinal ve kullanışlı,neutral,0.8771781325340271,tr
Ürün çok güzel ancak ilk defa bu kadar kötü paketleme görüyorum.,neutral,0.6373394131660461,tr
Not even packed properly and has scratches. Disappointing since i bought this here in Stanley page,neutral,0.5371295809745789,en
"çok iyi ayakkabı, heleki taraklı ayağı olanlar için ideal, geniş önlü.indirimde alındı.fiyatlar çok yüksek yoksa.",positive,0.9858879446983336,tr
"Under Armour Ua Charged Surge 4 koşu ayakkabısı, hafif yapısı ve güçlü destek sağlayan tasarımıyla öne çıkıyor. Ayakları rahatça sararak uzun koşularda bile konfor sunuyor. Charged Cushioning teknolojisi, darbeleri etkili bir şekilde emerek daha yumuşak bir koşu deneyimi sağlıyor. Şık ve modern tasarımıyla hem performans hem de estetik açıdan tatmin edici bir seçenek.",positive,0.997361958026886,tr
"Fotoğraftaki ürün mat gayet şık görünüyor ama gelen ürün pas pas parlıyor çok kötü hoşuma gitmedi. Benim gibi ayağı pençeli olanlar 2 numara büyük almalı .42 giyiyorum normalde, yorumlara bakarak 43 aldım ama dar oldu. İade edeceğim.",negative,0.985784351825714,tr
kalitesi ve rahatlığı çok iyi bir tane daha sipariş ettim,positive,0.9300426244735718,tr
Ürün gayet güzel salam kulanışlı kargoda salam gelmiş teşekürler,positive,0.8518643975257874,tr
Ayakkabının sağ ve sol numaraları birbirinden farklı geldi ben ilk teslim aldığından ikisinde de 43 yazınca durumu idrak etmem kullandığım ilk günün sonunda sol ayağımda oluşan baskı ve ağrıdan anladım ve gün sonuna kadar ayağımda bir problem olduğunu düşündüm iade talebi oluşturdum ama amacım iade edip paramı almak değil aksine doğru numaralarla yeniden gönderilsin çünkü ayakkabı görünüş ve rahatlık itibari ile fena değil,neutral,0.852006733417511,tr
"Merhaba,Ürün göründüğü gibi güzel, hafif ve rahat, 1 numara büyük alınmalı kalıbı dar.",negative,0.9891892671585084,tr
