review,sentiment,score
"Questa borraccia termica è stataDavvero un ottimo acquisto! Mantiene le bevande calde a lungo (8 ore bollenti, disperdendo poi il calore molto gradualmente), ma funziona in modo eccellente anche per mantenere le bevande fredde e ghiacciate. Ha una dimensione maneggevole e il gancio la rende facile da trasportare! Il meccanismo di chiusura è assolutamente ermetico, con la doppia sicura del tappo potrete essere sicuri anche durante il trasporto movimentato in borse o zaini! In più, l’apertura automatica con tappo a molla da un sacco di soddisfazione e permette di aprirla con una mano sola (tappo a vite non mi mancherai) :D Occhio solo che la capienza effettiva è di poco piu di mezzo litro, nonostante apparentemente possa sembrare maggiore (ma questo vale per tutti i thermos).Plus non indifferente, è facile da pulire (ma non mettetela in lavastoviglie)! Da quando la ho la uso tutti i giorni, che sia per andare in palestra, che per l’ufficio e anche per escursioni, e dopo mesi di uso continuativo mi sento di consigliarla (se aspettate il prime day o il black friday avete anche buona speranza di trovarla scontata)!",positive,0.9965498447418213
"Tus días en la hamaca del todo incluido del hotel no volverán a ser lo mismo nunca más.Lo que pones frío en este termo con 2 hielos, dura frío aunque tengas el termo al sol a 40 grados, verás que ni siquiera se derriten los hielos. Es magnífico. Mojitos calientes? NUNCA MÁS",positive,0.9876000881195068
Cok beğendim,neutral,0.5635111331939697
Ürünü çok beğenince aynı ürünün büyük boyunu da aldım. Malzeme kalitesi güzel. Her araç bagajında bulunması gereken bir ürün.,positive,0.9778701066970825
Boyut olarak ölçülere bakıp almalıydım ama içerisine 1 L kola şişesi zor sığıyor yatay olarak. Belki boyut için fikir olur.,neutral,0.7814156413078308
Ürün güzelFirma siparişten sonra hemen kargoya verdiFakat aras kargo üç günde teslim etti,neutral,0.8336066007614136
Ürün küçükmüş. Ayrıca iç içe geçmiş malzemeden. Henüz denemedim. Ama soğuk tutacağından şüpheliyim. O ki içecekleri elinizde tutmanızdan kurtarır. O da birkaç küçük su.,neutral,0.9590497612953186
"Ürün çok ufak, bu kadar ufak gelecegini tahmin etmiyordum ama çok beğendim. Tam arabada seyahat ederken kullanmalı türden. Benim aracın kol dayam kisminada tam uydu hem kol dayama hem buzluk olarak kullanıyorum. Düşünenlere tavsiye ederim.ama ufak olduğunu bilerek alın.",positive,0.9795595407485962
Küçük tek kişi kullanıma uygundur,positive,0.7279934883117676
İşim gereği sıcakta arabayla dolaştığım için içeceklerimi soğuk tutacak bir ürüne ihtiyacım vardı. Bu ürün işimi baya gördü. Buz kasetleriyle beraber 2 kişinin günlük ihtiyacını alacak kapasitede. En fazla 500 ml lik ürünleri koyabilirsiniz daha büyüklerini almaz.,positive,0.9923241138458252
"kaliteli ürün, hızlı kargo",positive,0.6287915110588074
Rahat ama kalıbı çok küçük en az 1numara,neutral,0.5854828357696533
"eşima aldım, bir numara büyük alınması gerektiği yorumlarda vardı ve öyle aldım.",positive,0.885779857635498
"Cok rahat bir ayakkabı,yalnız net söylüyorum, 39,5 giyen biri olarak 41 aldım ve tam oldu.1 yıldızı kırma sebebim ise,ürün toz içinde kalmış kutusuyla gönderildi.ozensiz kargolanmış.",positive,0.975669264793396
Ürün kullanışlı ve çok rahat yarım numara üzerini alın derim. Aras kargo rezalet resmen. Komşularım olmasa sitenin bahçe kapısında kalacaktı. Aras kargo site kapısına bırakıp aramadan gitmişler,negative,0.8826589584350586
Öncelikle ayakkabı güzel rahat fakat ellerinde kalan mal olduğu kutunun üzerindeki tozdan belli ayrıca kutunun içinde yenilmiş bir kekin ambalaj atığı duruyordu Amazon severek ve güvenerek alışveriş yaptığım bir siteydi bu özensiz davranıştan dolayı iade edeceğim bu resmen alıcıya hakarettir çöpünü yollamak nedir? Resim eklemek mümkün olmadığı için resim paylaşamıyorum çok kötü…,negative,0.990324854850769
Ürünü kesinlikle bir numara büyük alın kalıbı çok küçük,negative,0.9249186515808105
Şu anda dışarıya giymedim evde giyip denedim çok rahat ayağımda yok gibi yorumlara göre büyük sipariş verdim normalde ayak numaram 36 fakat 37.5 numara aldım ayağıma tam oldu tavsiye ediyorum,positive,0.9927759170532227
Great fit and really comfortable! Delighted with them.,positive,0.9912844896316528
Trop bellesJe les recommande,positive,0.7357293367385864
"sehr bequem, schöne schuhe",positive,0.9653244614601135
"J'ai pris ce modèle pour moi. Légères, confortables, qualité/prix validés 😊",positive,0.9711328744888306
"Muy comodas, pero el número tienes que pedir uno mas del q gastas habitualmente, calzan estrechas",positive,0.43349677324295044
👍,neutral,0.4341801106929779
Kutu biraz fazla ezik geldi ama sorun yok gibi görünüyor. Ama her zaman akıntı yapmadan teslim edilecek anlamına gelmez. Önlem alınmalı,neutral,0.94651198387146
Ürün elime geçti sorunsuz problemsiz herkese teşekkür ederim,positive,0.9497148394584656
Zippo tercihimde benzini hep tercih ettiğim adres. Kaliteli ve kesinlikle ağzına kadar dolu. Başka yerlerden aldığımda yarısına kadar dolu olarak geldiği bile olmuştu. O yüzden teşekkürler. Parasının hakkını veriyor.,positive,0.9964767098426819
Paketlemesinin çok kötü yapılması beni şüphelendirdi ancak orjinal kutusunda geldiğini düşünüyorum. Sanırım satıcılarla amiral battı oynuyoruz :),positive,0.910087525844574
Gayet temiz sorunsuz,positive,0.6411389112472534
Uzun yıllardir Zippo kullanırımAma bu aldığım benzin gerçekten çok iyi çıktıDaha önce aldıklarım bunun kadar iyi değildiBelkide öncekiler orjinal degildi,positive,0.9906821250915527
Teşekkürler,neutral,0.811924159526825
"Consegna puntuale. Prodotto ottimo in linea con i prodotti ZIPPO, lunga durata, sono un grande fumatore (purtroppo). quindi vi dico che questo flacone mi è durato molto tempo",positive,0.9800612926483154
.,neutral,0.9481227397918701
excellent clean burning and large flame from my zippo. also it's a real great BBQ starter ;),positive,0.9727254509925842
"A part l'ouverture du flacon qui est, je trouve, pas pratique du tout, ben fait le job comme toujours.",neutral,0.8305661678314209
商品の質に関しては今さら特に述べることもなくいいものです。しかし特にこだわりがないようであれば百均で代替品を購入するほうが経済的でしょう。私は購入後にその存在を知ったため仕方ないですが、次からはそうします。,neutral,0.8267322182655334
hızlı kargo uygun fiyatlı tam fiyat performans Ayakkabısı bir numara büyük alın ben tam numaramı almıştım olmadı iade edip bşr numara büyük aldım rahat oldu çok rahat ayağınızda yok gibi umarım uzun ömürlü olur teşekkürler.,positive,0.9889765381813049
Güzel ama yarım yada bir boy büyüğü almak gerekebilir. Hemen her markada giydiğim beden burada küçük geldi. Bir büyüğü de olmadığı için iade ettim.,negative,0.9355398416519165
fena değil.,neutral,0.9575871229171753
yarım numara yada 1 numara büyük alın. ayakkabı güzel ve rahat,positive,0.8589299321174622
Çok kolay iade işlemi Tamamlandı Teşekkür ederim 👌,positive,0.9733819961547852
Ürün güzel umarım bedeni bu sefer tam olur iade işleri ile uğraşmayız.Bunun dışında Amazon depoda gönderimi yapan arkadaşlara bir toz bezi alırsanız kutuyu paketlemeden önce üzerindeki bir karış tozuda bize yollamazlarsa seviniriz iki gün üst üste palet geldi ikiside toz yığını.,negative,0.9169929027557373
"Ayakkabının kalıbı biraz küçük, normalde kullandığınız numaradan 1-1.5 numara daha büyük almanız gerekiyor.",neutral,0.9372761249542236
"45.5 no aldım 47 geldi, değişim için gönderdim yine 47 geldi. İade ettim, iade tamamlandı yazıyor ama ortada para yok.",negative,0.993367612361908
Fantastic quality great value for money,positive,0.9874573349952698
My kid says it's alright but annoys the top of his heels aka Achilles tendon area .,negative,0.6922383308410645
The shoes were too small so i gave them to my child. The shoes look nice but you have to buy 2 sizes bigger than you would normally buy if you want them to fit,neutral,0.7181866765022278
"Están muy cómodos, y a buen precioMe encantaron",positive,0.988359808921814
Good Product its very comfortable and lite weight and very smooth and cushions type Product.,positive,0.9832416772842407
Eşim çok beğendi rahat ve şık bir görünüm var kullanınca da öyle olduğunu anladık paketleme daha özenli olabilir....,positive,0.8738502860069275
Malesef dar oldu iade edicem,negative,0.9938105940818787
Kardeşime hediye aldım. Çok beğendi. Kendi numaranızı alabilirsiniz. Kargo ve ürün sorunsuz geldi. Teşekkkürler,positive,0.9915368556976318
Alıştığım kaliteyi göremedim. Bu da bir diğer neden. Beyaz ya da beyaz domine renkli tabanları itici buluyorum. Belki anlamsız ama malumunuz renkler ve zevkler tartışılmaz.,negative,0.6740213632583618
"Kaliteli,rahat ve uygun fiyat",positive,0.9535154104232788
Urune 30 gun disinda bisey olursa amazon veya adidas sorumluluk almiyor,negative,0.9392483234405518
Ürünü prime indiriminden eşime aldım. Gayet güzel ve kaliteli bir ayakkabı. Kendi numarasını aldı ve ayağına rahat olduğunu söyledi. Alacak olanlara tavsiye ederim.,positive,0.9895617365837097
Kaliteli,negative,0.4995065927505493
Buen soporte y diseño,positive,0.9342475533485413
"Tolle Farbe, ich gehe immer nach der Fußlänger und daher habe ich Größe 42 gekauft und es passt perfekt. Trägt sich sehr angenehm und der Preis ist auch super.",positive,0.993166983127594
"Non posso vivere senza questa scarpa, l'ho riacquistata, poiché si è rivelata indispensabile, confortevole benefica, se soffritte di problemi di ritenzione e conseguente male agli arti inferiori, questa scarpa vi aiuterà a stare bene.Partiamo dal presupposto che la scarpa in foto appare enorme, una navicella spaziale, ma una volta indossata quella robustezza della suola, tra l'altro leggera, si farà amare nel restituire sicurezza e stabilità, la tela fascia il piede senza infastidire, la scarpa traspira e non la senti. La pianta è larga, giusta, l'assenza di cuciture la rende super calzabile.Il total black le dona molto fascino, consentendole massima versatilità negli outfit casual, sportivi e da divisa da lavoro.Devo dire che per me è un grosso alleato del benessere, ci cammino km, talvolta ci corro corro e ci sto ore in piedi. Non le uso per allenamenti in palestra, ma credo che possano andare bene.Davvero una bellissima scarpa, solitamente indosso il 37, qui ho preso il 38, verificate i cm, il vostro piedi ne gioverà.",positive,0.9965934157371521
Perfect condition,positive,0.9361388087272644
やすいで最高,positive,0.9655517339706421
Tüm alışveriş siteleri arasında en uygun fiyatlı ve kaliteli buzluk. Ayrıca 17 saatte İstanbul- İzmir teslimatı için teşekkürler Amazon...,positive,0.9938288331031799
Çok güzel,neutral,0.6136522889137268
Plastik kalitesi çok iyu.Koku yok.Fiyat en uygunlar arasındaydı.Büyüklüğü de ideal taşımak için.Bir tık büyüğü faydalı olabilir ama o zaman da taşıması zorlaşır.Karavanda içine buz blokları koyarak soğutucu gibi de kullanabilirsiniz .,neutral,0.7635740637779236
Teşekkür ederim.,positive,0.7292742729187012
Fiyatını uygun denk getirirseniz kaçırmayın. İşini yapan ve malzeme kalitesi güzel bir ürün. Her araç sahibinde olması gereken bir ürün.,positive,0.9888441562652588
Ürün güzel ancak beklediğimden biraz büyük. Onun dışında sorun yok.,neutral,0.8296468257904053
"Uzun süre soğuk tutamıyor, içerisine buz da koymamıza rağmen iyi bir performans göstermedi.",negative,0.5018726587295532
"diğer buzluklardan bir farkı yok, o yüzden fiyat olarak bakın, uygunsa bunu alın...",neutral,0.938636839389801
güzel bir ürün ayarlanabilir çok iyi,positive,0.809435248374939
iyidir,neutral,0.9039046168327332
"ürün güzel fena değil kaliteli duruyor, ancak tekrar sayısını arttırınca serçe parmakta kavrama sorunundan dolayı bir rahatsızlık oluyor, ters kullanınca da avuç içinde rahatsızlık oluyor",neutral,0.9480187296867371
Boş kaldıkça ya da bilgisayarda bir şeyle uğraşırken yeni oyuncağım oldu resmen. Özellikle sayaç olması ayrıca bir işlevsellik katmış. Fiyatına göre değerlendirirsek eğer bence gerçekten fiyat/performans ürünü.,positive,0.9948726296424866
şimdilik sorun yok biraz basit duruyor ama sorunsuz çalışıyor beğendim Teşekkürler,positive,0.7638804316520691
"Elleriniz büyükse almanızı tavsiye etmiyorum. 3 tane parmak koyma yeri var, serçe parmağınız boşta kalıyor. Bu yüzden de gücünüzün tamamını veremiyorsunuz.",negative,0.9741696715354919
Çok güzel ayarları da iyi,positive,0.8114851117134094
Ayarlı sık sık olmasının yanında birde numarator eklenmesi ile kaç tekrar yaptığınızı da göre bilirsiniz.,neutral,0.984929621219635
"Das Produkt ist soweit gut verarbeitet und wirkt auch stabil. Der Widerstand lässt sich gut regulieren und individuell anpassen. Das Zählwerk ist ein nettes Gimmick, das bei mir auch gut funktioniert. Für meine mittelgroßen Hände passt es perfekt.Insbesondere für einen Preis von unter 10€ kann man hier also nicht meckern, ich bin sehr zufrieden.",positive,0.9942981600761414
"Medya yüklenemedi. La entrega fue muy buena y llegó a tiempo. El producto me sorprendió en cuanto lo abrí, era más de lo que esperaba. Perfecto para calentar y ejercitar antebrazos. Puedes ajustar la dificultad. Hasta tiene un contador para saber las repeticiones que vas haciendo. Lo volvería a comprar.",positive,0.9896103143692017
One thing I noted about this handgrip strengthening machine I would say is a completely amazing gadget so little thing to have that can actually strengthen your forearms and also your wrist movement as well and I found out that the reason being is because well you can actually change the settings of weight and it's very very accurate I would say I personally feel like he could do a little work with the grip because it does feel a bit tight and it's hard to grip on for too long but however the fact that it's got the clicking thing at the bottom as well to help you actually time it is fantastic and get yourself one of these very useful specially if you have one in each hand because then you're training both hands equally and that's why it's important to have a balanced hand section. overall things are fantastic product and I definitely recommend it for the price.,positive,0.993306577205658
Super pratique,positive,0.9288660883903503
"È un attrezzo più da tempo libero che da palestra. Un ottimo esercizio che, a regolazione leggera, funge da antistress. Facile da regolare, il materiale delle rotelline non è il massimo, plastichetta fragile.. a meno che non cada o non subisca urti, non dovrebbero esserci problemi. La tensione della molla arriva a kg importanti perciò, chi lo desidera, può cimentarsi in un esercizio più impegnativo. Può essere utile per una sana riabilitazione e il recupero di mobilità di chi ha intorpidimento delle mani. Lo scatto del conta-strette non è silenzioso, non usatelo in biblioteca ;)",positive,0.9938307404518127
Ürün çok iyi rahat ama sadece kalıbı küçük 1 numara büyük almanızı tavsiye ederim,positive,0.6781506538391113
Bu paraya bedava. Gerçekten rahat. Duruşuda çok iyi.,positive,0.9895714521408081
Çok güzel vede rahat,positive,0.8411544561386108
"Ürün gayet güzel ve ""fırsat"" ile uyguna aldım. Beden kılavuzuna göre alım yapabilirsiniz.",positive,0.9439530968666077
"Amatör koşan, günlük hayatta da genelde koşu ayakkabısı giyen birisiyim. Nike react ile günlük takılıp, nike invincible run 2 ile koşuyorum. Bunu da günlük diye aldım, gerçekten taban çok yumuşak, bir invincible değil ama gayet iyi, ama ondan daha hafif. Bu fiyata gerçekten çok iyi. Numaraya gelince 42 veya 42 1/3 giyen birisiyim 43 böyle azıcık, rahatsız etmeyecek seviyese büyük geldi haberiniz olsun",positive,0.9913963675498962
Ürün kalıbı çok dar 1 numara büyük alınması gerekiyor o yüzden iade,negative,0.9959990978240967
Yarım beden büyük aldım tam oldu. Orta düzeyde bir rahatlığı var. Hafif bir ayakkabı. Fiyatına göre güzel. Tafsiye ederim.Teşekkürler Amazon.,positive,0.920558750629425
Çok güzel ayakkabı memnun kaldım,positive,0.8805255889892578
軽くてフィット感が気に入っています。,positive,0.7897041440010071
MONOQLOでベストバイだから買いました。確かに膝への負担とか減った気がします。何より安いのは正義です。作りはそれなりですが軽いです。,positive,0.8227545022964478
Zapatilla de deporte comoda y elegante a la vez.pidete 1/2 talla mas de la habitual,positive,0.9839561581611633
Running 🏃,neutral,0.5509964227676392
"J’ai récemment acheté ces chaussures de course et elles répondent parfaitement à mes attentes. Elles sont légères, bien ventilées et offrent un excellent confort même sur de longues distances. La semelle intermédiaire absorbe bien les chocs, ce qui réduit la fatigue des pieds et des articulations après une séance intense.Le design est moderne et polyvalent : elles conviennent aussi bien pour courir que pour un usage quotidien. La qualité des matériaux est au rendez-vous, et elles semblent durables malgré un usage régulier.Seul petit bémol : la pointure peut tailler légèrement petit, donc je recommande de prendre une demi-taille au-dessus si vous êtes entre deux tailles.",positive,0.9958773851394653
"Kaliteli, kalıbı dar 1,2 numara büyük alın.",neutral,0.4841768443584442
Göründüğü kadar rahat değil. Kalitesi düşük. Yapışkanları bir kaç aya açılır gibi duruyor. Fiyat performans idare eder. Teslim edildiği gün indirime girdi umarım amazon farkı iade eder.,neutral,0.8818057775497437
Çok beğendim,neutral,0.5987226963043213
"Kesinlikle çok küçük kalıp, numaralar geçekçi değil. 43 numara aldım, bana olmadığı gibi 41 numara giyen arkadaşıma bile dar geldi.",negative,0.9954336285591125
Ayakkabı şekil yönünden iyi ama çok rahat değil,neutral,0.9062859416007996
Ürün kesinlikle orjinal değil.,negative,0.9957528114318848
Fena değil.Kalıbı dar. Büyük alınmalı en az 1.5 beden,negative,0.8208964467048645
"Sipariş akşam 18:30 gelmesi kötü oldu, akşama kadar evde hapis kaldık, onun haricinde ayakkabı gerçekten güzel yazlık ayakkabı",negative,0.6089465022087097
"Medya yüklenemedi. Hes been wearing these for about a month or more now so the pic/video is how they've been holding up. They are perfect. Just like if you went tk the store ans bought then. Holding up great 👍 he says they're comfortable, fit great, and have the support he needs. Color is great too",positive,0.9808647036552429
"After a decade of being required to wear tactical or hiking boots to work I decided I try something different when I changed careers so I picked up a pair of these. They are very comfortable and definitely some of the best athletic shoes I've ever owned. Now, when I first bought them and put them on, they were super tight on my foot, to the point I thought they were too small, but after about an hour or two with them on, the insoles had molded to the shape of my foot and they fit perfectly now. I love how they look and I love how lightweight they are. Along with wearing them to work, I've worn them on a church trip to two large walking venues and never once had issues with my feet hurting during the day. I will definitely be keeping Under Armour in mind the next time I look at athletic shoes.",positive,0.9957501888275146
Fake trend,negative,0.9039506912231445
Muy chulo y muy comodos,positive,0.9756839871406555
"Tallan bastante justo. He tenido que devolver las primeras que pedí por ser pequeñas, a pesar de solicitar un número más del habitual. Las que pedí después, otra talla más, están bien . En la devolución no tuve ningún problema y me hicieron rápido el reembolso.",positive,0.659105658531189
Ayakkabı çok güzel çok rahat ayak numaranız neyse onu alın çok sağlam ayakta çok şık duruyor,positive,0.9837396740913391
Bu ürünü çok beğendim kulanıyorum çokta rahat bir ayakabı,positive,0.9313190579414368
rahat ve gayet kaliteli hızlı kargo kesinlikle bir numara büyük alın kalıpları dar,positive,0.968065083026886
Ürün güzel ancak kalıpları biraz dar 1numara büyük alınabilir. Ben bu yüzden numara değişimi yapmak zorunda kaldım,neutral,0.9484017491340637
Fiyat ve performans olarak memnun kaldım ikincisini de alacağım kendimi durduruyorum.,positive,0.554406464099884
Ürün harika ama kalıp dar bi beden büyük alabilirsiniz,negative,0.9046004414558411
1 numara buyuk alin,positive,0.9565656185150146
siyah - gri - lacivert renklerini aldım. uygun fiyat - ua kalitesi ve rahatlığı. kalıp küçük olduğundan kendi ayak numaranızdan büyük almanız gerekmekte.,positive,0.9634562134742737
"Al di là del fatto che sono uno sportivo da sempre, devo ammettere che ho una passione sfegatata per le scarpe da ginnastica. Ne compro in continuazione, non riesco a smettere. Ne ho circa 30 paia dei miei marchi prediletti, che non son pochi. Naturalmente, Under Armour figura nella lista ed anche fra le prime posizioni per preferenza. Non sono fra le scarpe più ""tecniche"" ma sono sicuramente fra le più belle e confortevoli che si possano trovare sul mercato.Queste UA Charged Assert 10 sono bellissime e ben studiate. La calzata è ottima, la scarpa fascia bene e la suola, secondo me, ha la giusta consistenza per supportare una buona corsa offrendo ammortizzazione e rimbalzo ma senza cedere sotto il peso del passo. Per intenderci, la suola è in espanso, non tipo memory: non è di quelle che danno la sensazione di camminare sulle uova sode tipo Skechers o come svariate Nike. Quelle ultra-morbide, stile pantofola, van bene per pochi passi, un volo in aereo magari ma non si può andarci a correre o camminarci sopra per turismo un'intera giornata, non senza poi avere male ai piedi. Per correre ci vuole una suola come quella di queste Under Armour: non rigida ma reattiva e sostenuta e, la tomaia, non può essere un calzino. Anche quella deve offrire un po' di struttura su tutti i lati. Questa è una scarpa studiata da corsa e presenta i giusti contenuti tecnici.Se poi non è la prestazione sportiva ad interessarvi e state valutando questa scarpa come sneaker da jeans, beh, secondo me siete comunque nel posto giusto perché a livello estetico, queste scarpe, non hanno nulla da invidiare ad Adidas, Puma, Nike e compagnia bella.Per quanto riguarda i numeri, posso dirvi che io ho generalmente un 42 e, da sempre, su Under Armour acquisto il 42,5 con successo.Ciao!",positive,0.9959860444068909
Muy comodas,positive,0.8898873925209045
"Ao fim de 3 ou 4 km a correr, o aquecimento provocado pelas solas é difícil de suportar.",negative,0.6630858778953552
Cómodas y muy bonitas. Talla perfecta,positive,0.9865555763244629
Die Ware erfüllt die Erwartung vollständig,positive,0.9258262515068054
"Stanley Adventure 28L taşınabilir soğutucu beklentilerimi fazlasıyla karşıladı! Malzeme kalitesi harika, kapağı sıkı kapanıyor ve uzun saatler boyunca içindekileri soğuk tutuyor. Kamp, piknik ve uzun yolculuklar için ideal. Taşıması da oldukça rahat. Fiyatını sonuna kadar hak ediyor. Kesinlikle tavsiye ederim!",positive,0.995411217212677
Stanley buzluğu memleketim ile yaşadığım yer arası 800 km olduğu için gelip giderken yanımda taşıyacağım gıdaları bozulmadan gelmesi için aldım. Ayrıca ben de 15 lt olan buzlukta var. Bu iki buzluk sayesinde gıdalar bozulmadan geliyor.,positive,0.7015883326530457
Harika,neutral,0.6414979696273804
Küçüğü kadar hoşuma gitmedi. iyi fena değil. lakin o fiyatı edermi ? bana çok fazla gibi geldi.,neutral,0.9489931464195251
Efsaneleri anlatmaya gerek yok. Bu katrgoride daha iyisini tecrübe etmedim.,positive,0.9499456286430359
Harika ürün severek kullanıyorum buzdolabı değil ama buzdolabı diye geçinenlere fark atar,positive,0.975679337978363
Ürünün içerisine buz kalıpları ve pet şişe ile su koyduk. Ancak ürünü kontrol ettiğimizde henüz 18 saat olmadan buzlar erimişti. Satıcının tarafımız ile iletişime geçmesini talep ederiz.,negative,0.9737933874130249
Çok güzel çok iyi soğutuyor. Ürünü aldığımızda hemen kullandık kamp yapmaya gittiğimizde 2 gün ürünler dayandı ve soğuk tuttu içecekleri,positive,0.9859177470207214
"Die Box ist super verarbeitet, schließt gut, hält lange kalt und bietet zusätzliche Ablagefläche bei unserem Picknick. Ich definiere ""lange kalt"": die restlichen Lebensmittel und Getränk, von dem was wir für unsere Tagestour um ca. 5:00 eingepackt haben, waren Dank 2 Kühlakkus um ca. 23:00 kälter als noch vor dem Einpacken... Die Box ist zu unserem treuen Begleiter geworden.",positive,0.9955236911773682
"Bought this for when I occasionally go away camping for 3 days, I typically fill it with ice packs the morning that I leave. I've found that on hotter days, as long as you only open it a couple of times throughout the day, typically it will take about 2 days before the last icepack has melted.I'm very happy overall, the handles make it easy to carry, the drainage plug helps when cleaning. Its a great overall product.",positive,0.9460035562515259
Esperaba mantuviera mejor el frío.,neutral,0.8605714440345764
"I've used this a number of times with ice and you'll be lucky to get a day before all the ice is melted. Thankfully it has a drain so you can tip all the melted ice out.I put two large bags of ice in over the weekend along with some already frozen Calippos and the Calippos had melted by the time I got home, about six hours max.",neutral,0.626441240310669
Ich liebe es !,positive,0.9729896783828735
ÜrÜn güzel ama dar geldiği için iade etmek zorunda kaldım,negative,0.5569666624069214
Numarasi kucuk geldi 1 numara buyuk alinmali ayakkabi,positive,0.990694522857666
Yazlık file rahat bir ayakkabı ama kesinlikle 1 numara büyük alınması gerek kalıbı küçük ve dar,neutral,0.5886334180831909
Çok taraklı bir ayağınız varsa başka modele yönelin. Klasik ayakkabıda 43 giyiyorum bu modelde 44.5 sınırdan kurtardı. Biraz açılırsa tam olacak. En az 1.5 numara hatta bazen 2 numara büyük tam olabilir.,positive,0.958689272403717
"41 aldık tam kalıp ayrıca çok rahat bir ayakkabı,mağazada 3 katı fiyatta satılıyor,Amazon’dan gayet uyguna aldık çok memnun kaldık teşekkür ederiz",positive,0.9956822395324707
"Tabanı fazla esnek değil, bağcıklarıysa hafif kısa gibi; bunun haricinde üst yüzeyi hava alan kumaş gibi bir materyalden yapılmış ve asla terletmiyor. 43 giyiyorum 44 aldım ayağıma tam oldu. Fiyatı düşmüştü fırsattan istifade günlük spor aktivitelerim için aldım.",negative,0.9831061959266663
bir numara büyük alınmalı 43 giyorum 44 aldım tam oldu,negative,0.5848010778427124
Kalıpları dar bir numara büyük tercih edebilirsiniz,negative,0.951642632484436
Super cómodas para correr en asfalto. El precio esta bastante ajustado. Ideal para runners iniciales.,positive,0.9900820851325989
Ultra confortable 👍⭐⭐⭐⭐⭐,positive,0.9374499917030334
👍,neutral,0.4341801106929779
"Excelente producto, llego en tiempo y forma y justo como esta en las imagenes, tenia mis reservas, pero es tal cual las fotografias, recomiendo pedir medio número de talla más.",positive,0.977451503276825
"Scarpe giuste al momento giusto, leggere ti fanno muovere benissimo",positive,0.992966890335083
Fiyat performans,neutral,0.5331928730010986
Ürün çok hızlı geldi. Görsele uygun ve çok kaliteli. Fiyat performans dengesi harika 🤩,positive,0.987210750579834
Ürün gayet başarılı ve kaliteli boyut olarak tek kişi için xs gayet yeterli olur hatta xxs bile yetecektir. Ancak içine top koyacaksaniz s tercih edilmesi iyi olur.Özetle spor için sadece kıyafet ve ayakkabı koyacaksaniz xs tercih etmeniz yararınıza olur çünkü s almama rağmen o bile büyüklük olarak hacmi çok yeterli fazla bile.,positive,0.9540590643882751
Nike cantadan buna geçtim başta teredütlerim vardı ama çok guzel bir spor cantası olduğunu söyleyebilirim. İki bas tarafında fermuarlı cep olması avantaj. İç bölgenin yüksekliği yerinde içine koyduğunuz her malzeme rahatlıkla sığıyor.,positive,0.9949405193328857
M aldım bavul gibi kocaman tuna tavus taksa onda bile sırıtır acayip büyük 1.80 70 kiloyum evi sırtlamış gibi duruyodum s aldım spora uygun boyutlarda normal canta boyutu. Onun harici malzeme iyi keşke içde gizli cep olsaymıs,negative,0.9064131379127502
Çok güzel kaliteli bir çanta. İndirim dönemi denk getirilirse muhteşem olur. Spor için m beden fazla büyük. S beden herşeyiyle yeterli 40 litre hacmi var.,positive,0.9927806258201599
